,id_aspirante,nombres_aspirante,apellidos_aspirante,correo_aspirante,genero,telefono_aspirante,fecha_nacimiento,estado_aspirante
1451,047514a8-6944-11ed-b3d8-0242ac1c0002,Amanda Maribel,Hernando Mayo,amanda.hernando@hotmail.com,F,0972084240,1986-03-28,Inactivo
1452,0475150c-6944-11ed-b3d8-0242ac1c0002,Ximena Reyes,Duran Tomé,ximena.duran@hotmail.com,F,0921007429,1986-02-13,Activo
1453,0475157a-6944-11ed-b3d8-0242ac1c0002,Guadalupe Adora,Montaña Palomar,guadalupe.montaña@hotmail.com,F,0945397034,1999-12-21,Activo
1454,047515fc-6944-11ed-b3d8-0242ac1c0002,Adrián Luis,Bermúdez Suarez,adrián.bermúdez@hotmail.com,M,0990102299,2005-06-14,Activo
1455,0475166a-6944-11ed-b3d8-0242ac1c0002,Rolando José,Barón Mascaró,rolando.barón@hotmail.com,M,0933263711,2005-12-20,Activo
1456,047516d8-6944-11ed-b3d8-0242ac1c0002,Ciríaco Sandalio,Chico Oliver,ciríaco.chico@hotmail.com,M,0957420563,2006-12-02,Activo
1457,0475173c-6944-11ed-b3d8-0242ac1c0002,Íñigo Basilio,Cifuentes Gámez,íñigo.cifuentes@hotmail.com,M,0901673019,1987-06-18,Activo
1458,047517aa-6944-11ed-b3d8-0242ac1c0002,Arcelia Nélida,Andres Falcón,arcelia.andres@hotmail.com,F,0935177318,1993-06-20,Inactivo
1459,04751818-6944-11ed-b3d8-0242ac1c0002,Jose Ignacio Guadalupe,Carvajal Duque,jose ignacio.carvajal@hotmail.com,M,0972569176,1999-07-24,Activo
1460,0475187c-6944-11ed-b3d8-0242ac1c0002,Eligio Lope,Martí Rosa,eligio.martí@hotmail.com,M,0964648117,1985-01-04,Activo
1461,047518ea-6944-11ed-b3d8-0242ac1c0002,Sol Custodia,Noguera Agudo,sol.noguera@hotmail.com,F,0976674278,1988-08-21,Activo
1462,04751958-6944-11ed-b3d8-0242ac1c0002,Xavier Jorge,Serra Bello,xavier.serra@hotmail.com,M,0966631367,2002-06-12,Activo
1463,047519c6-6944-11ed-b3d8-0242ac1c0002,Gil Toni,Portillo Feijoo,gil.portillo@hotmail.com,M,0906691229,2001-03-04,Activo
1464,04751a2a-6944-11ed-b3d8-0242ac1c0002,Melisa María,Manzano Sobrino,melisa.manzano@hotmail.com,F,0980430391,1994-01-10,Inactivo
1465,04751a98-6944-11ed-b3d8-0242ac1c0002,Che María,Diego Salvador,che.diego@hotmail.com,M,0991547801,1997-08-09,Inactivo
1466,0475248e-6944-11ed-b3d8-0242ac1c0002,Toni Sabas,Boada Martinez,toni.boada@hotmail.com,M,0951274441,2001-12-13,Inactivo
1467,0475252e-6944-11ed-b3d8-0242ac1c0002,Epifanio José Ángel,Lladó Valcárcel,epifanio.lladó@hotmail.com,M,0966747003,1990-11-16,Inactivo
1468,047525ba-6944-11ed-b3d8-0242ac1c0002,Josué Saturnino,Jurado Rocha,josué.jurado@hotmail.com,M,0992402229,1995-07-24,Activo
1469,04752628-6944-11ed-b3d8-0242ac1c0002,Antonia Purificación,Morcillo Giménez,antonia.morcillo@hotmail.com,F,0903016531,1985-07-03,Inactivo
1470,04752696-6944-11ed-b3d8-0242ac1c0002,Laura Gracia,Goicoechea Calzada,laura.goicoechea@hotmail.com,F,0938071227,1985-01-08,Inactivo
1471,04752704-6944-11ed-b3d8-0242ac1c0002,Casandra Marcela,Morata Antúnez,casandra.morata@hotmail.com,F,0998957448,1982-01-08,Inactivo
1472,04752772-6944-11ed-b3d8-0242ac1c0002,Juanita Diana,Hernando Mulet,juanita.hernando@hotmail.com,F,0985106781,1986-11-15,Activo
1473,047527e0-6944-11ed-b3d8-0242ac1c0002,Margarita Teófila,Pareja Olivares,margarita.pareja@hotmail.com,F,0943421729,2003-04-03,Inactivo
1474,0475284e-6944-11ed-b3d8-0242ac1c0002,Abel Lázaro,Suarez Araujo,abel.suarez@hotmail.com,M,0914995452,2005-04-29,Inactivo
1475,047528c6-6944-11ed-b3d8-0242ac1c0002,Nicolás Marino,Monreal Juan,nicolás.monreal@hotmail.com,M,0952944776,1993-04-16,Activo
1476,04752934-6944-11ed-b3d8-0242ac1c0002,Abril Carmen,Caro Sevilla,abril.caro@hotmail.com,F,0920124720,1996-01-23,Activo
1477,047529de-6944-11ed-b3d8-0242ac1c0002,Edelmiro Álvaro,Carretero Comas,edelmiro.carretero@hotmail.com,M,0914598224,2004-06-20,Activo
1478,04752a4c-6944-11ed-b3d8-0242ac1c0002,Anastasia Luisa,Martorell Vallejo,anastasia.martorell@hotmail.com,F,0950604423,1989-04-07,Activo
1479,04752aba-6944-11ed-b3d8-0242ac1c0002,Clementina Ligia,Cisneros Arteaga,clementina.cisneros@hotmail.com,F,0937986558,1992-06-25,Activo
1480,04752b28-6944-11ed-b3d8-0242ac1c0002,Mireia Manuelita,Ayllón Durán,mireia.ayllón@hotmail.com,F,0996120477,2002-09-25,Activo
1481,04752b8c-6944-11ed-b3d8-0242ac1c0002,Cristina Pacífica,Cuevas Arrieta,cristina.cuevas@hotmail.com,F,0953536818,1983-06-30,Activo
1482,04752bfa-6944-11ed-b3d8-0242ac1c0002,Jose Miguel Lope,Acuña Saura,jose miguel.acuña@hotmail.com,M,0904707049,1989-02-08,Activo
1483,04752cf4-6944-11ed-b3d8-0242ac1c0002,Blanca Bernarda,Mesa Ferrando,blanca.mesa@hotmail.com,F,0937232051,1989-06-23,Activo
1484,04752d94-6944-11ed-b3d8-0242ac1c0002,Florina Concha,Español Noriega,florina.español@hotmail.com,F,0981002784,1998-11-07,Inactivo
1485,04752e70-6944-11ed-b3d8-0242ac1c0002,Clímaco Esteban,Sierra Viana,clímaco.sierra@hotmail.com,M,0949755283,1997-08-03,Inactivo
1486,04752ee8-6944-11ed-b3d8-0242ac1c0002,Nazaret Íñigo,Perales Flores,nazaret.perales@hotmail.com,M,0961710440,1990-07-23,Inactivo
1487,04752f74-6944-11ed-b3d8-0242ac1c0002,Maximiliano Ezequiel,Poza Figueroa,maximiliano.poza@hotmail.com,M,0943171407,2004-10-14,Inactivo
1488,04752fe2-6944-11ed-b3d8-0242ac1c0002,Paca Aitana,Salgado Arranz,paca.salgado@hotmail.com,F,0999690343,1988-04-16,Inactivo
1489,04753082-6944-11ed-b3d8-0242ac1c0002,Vinicio Abel,Téllez Solera,vinicio.téllez@hotmail.com,M,0946169871,1990-09-10,Activo
1490,04753118-6944-11ed-b3d8-0242ac1c0002,Francisco Tomás,Valbuena Aguilera,francisco.valbuena@hotmail.com,M,0956986571,1988-11-17,Activo
1491,04753186-6944-11ed-b3d8-0242ac1c0002,Fortunato Heraclio,Adadia Caro,fortunato.adadia@hotmail.com,M,0987333575,2004-09-01,Activo
1492,047531f4-6944-11ed-b3d8-0242ac1c0002,Leonardo Pancho,Cortés Lasa,leonardo.cortés@hotmail.com,M,0942952683,1986-09-17,Activo
1493,04753262-6944-11ed-b3d8-0242ac1c0002,Espiridión Leandro,Arjona Ribes,espiridión.arjona@hotmail.com,M,0945406575,1987-04-29,Inactivo
1494,047532d0-6944-11ed-b3d8-0242ac1c0002,Nerea Macaria,Rojas Ballester,nerea.rojas@hotmail.com,F,0951162627,1996-11-04,Inactivo
1495,0475333e-6944-11ed-b3d8-0242ac1c0002,Eduardo Rosendo,Cuenca Iniesta,eduardo.cuenca@hotmail.com,M,0909561395,1996-08-21,Activo
1496,047533ac-6944-11ed-b3d8-0242ac1c0002,Rosenda Anita,Vélez Marqués,rosenda.vélez@hotmail.com,F,0961065986,1986-11-21,Activo
1497,04753410-6944-11ed-b3d8-0242ac1c0002,Roque Jose Angel,Castelló Antón,roque.castelló@hotmail.com,M,0940753185,1988-10-13,Activo
1498,0475347e-6944-11ed-b3d8-0242ac1c0002,Eloy Ramón,Garcés Romero,eloy.garcés@hotmail.com,M,0989259346,1982-01-09,Activo
1499,047534ec-6944-11ed-b3d8-0242ac1c0002,María Luisa Obdulia,Torre Asensio,maría luisa.torre@hotmail.com,F,0961832436,1982-05-25,Inactivo
1500,04753550-6944-11ed-b3d8-0242ac1c0002,Concha Priscila,Gómez Peinado,concha.gómez@hotmail.com,F,0947343688,1993-04-23,Inactivo
1501,047535be-6944-11ed-b3d8-0242ac1c0002,Olivia Perla,Pi Milla,olivia.pi@hotmail.com,F,0944614060,1988-05-26,Inactivo
1502,0475362c-6944-11ed-b3d8-0242ac1c0002,Cebrián Jacinto,Escribano Jordá,cebrián.escribano@hotmail.com,M,0984795081,2006-09-17,Activo
1503,0475369a-6944-11ed-b3d8-0242ac1c0002,Haydée Pacífica,Casanova Porta,haydée.casanova@hotmail.com,F,0967020603,1994-01-13,Inactivo
1504,047536fe-6944-11ed-b3d8-0242ac1c0002,Roque Pío,Bellido Alonso,roque.bellido@hotmail.com,M,0958188475,1980-06-02,Inactivo
1505,04753794-6944-11ed-b3d8-0242ac1c0002,Aureliano Cristóbal,Arnal Millán,aureliano.arnal@hotmail.com,M,0938013473,2000-10-09,Inactivo
1506,0475382a-6944-11ed-b3d8-0242ac1c0002,Luis Miguel Jose Angel,Pérez Losa,luis miguel.pérez@hotmail.com,M,0963202774,1985-12-22,Activo
1507,047538a2-6944-11ed-b3d8-0242ac1c0002,Trini Macaria,Antón Boada,trini.antón@hotmail.com,F,0963877903,2005-02-02,Inactivo
1508,04753938-6944-11ed-b3d8-0242ac1c0002,Moreno Ismael,Pavón Cadenas,moreno.pavón@hotmail.com,M,0987336341,1999-04-20,Inactivo
1509,047539a6-6944-11ed-b3d8-0242ac1c0002,Mohamed Alberto,Serra Marco,mohamed.serra@hotmail.com,M,0965822435,1997-08-27,Activo
1510,04753a28-6944-11ed-b3d8-0242ac1c0002,Narcisa Susana,Murillo Almagro,narcisa.murillo@hotmail.com,F,0942452750,2002-07-16,Activo
1511,04753a8c-6944-11ed-b3d8-0242ac1c0002,Saturnino Germán,Soria Carrión,saturnino.soria@hotmail.com,M,0949052915,1992-10-12,Inactivo
1512,04753afa-6944-11ed-b3d8-0242ac1c0002,Mateo Reynaldo,Zamora Soria,mateo.zamora@hotmail.com,M,0965705810,2005-08-13,Activo
1513,04753b68-6944-11ed-b3d8-0242ac1c0002,Modesta Marina,Morante Miralles,modesta.morante@hotmail.com,F,0982617836,1996-03-17,Inactivo
1514,04753bd6-6944-11ed-b3d8-0242ac1c0002,Esteban Cleto,Cerdán Fortuny,esteban.cerdán@hotmail.com,M,0965429825,1998-12-27,Activo
1515,04753c44-6944-11ed-b3d8-0242ac1c0002,Kike Rómulo,Valderrama Galan,kike.valderrama@hotmail.com,M,0996539475,1983-08-07,Activo
1516,04753cb2-6944-11ed-b3d8-0242ac1c0002,Desiderio Guillermo,Abella Herranz,desiderio.abella@hotmail.com,M,0940534977,1995-02-18,Inactivo
1517,04753d34-6944-11ed-b3d8-0242ac1c0002,Prudencia Chita,Albero Quirós,prudencia.albero@hotmail.com,F,0985974156,1987-01-09,Activo
1518,04753da2-6944-11ed-b3d8-0242ac1c0002,Rocío María Fernanda,Viana Zapata,rocío.viana@hotmail.com,F,0915950419,1989-07-11,Activo
1519,04753e10-6944-11ed-b3d8-0242ac1c0002,Noa Genoveva,Mosquera Guijarro,noa.mosquera@hotmail.com,F,0917168403,1998-08-14,Activo
1520,04753e7e-6944-11ed-b3d8-0242ac1c0002,Primitiva Eufemia,Vega Campo,primitiva.vega@hotmail.com,F,0910396909,2000-04-05,Inactivo
1521,04753eec-6944-11ed-b3d8-0242ac1c0002,Angelino Rubén,Antúnez Cañellas,angelino.antúnez@hotmail.com,M,0909257585,1996-01-28,Activo
1522,04753f50-6944-11ed-b3d8-0242ac1c0002,Isaac Agapito,Solano Téllez,isaac.solano@hotmail.com,M,0908561080,2003-12-15,Inactivo
1523,04753fbe-6944-11ed-b3d8-0242ac1c0002,Primitiva Julie,Vargas Garrido,primitiva.vargas@hotmail.com,F,0991379116,1984-11-26,Inactivo
1524,0475402c-6944-11ed-b3d8-0242ac1c0002,Ema Claudia,Morera Parejo,ema.morera@hotmail.com,F,0951257078,1993-04-04,Inactivo
1525,0475409a-6944-11ed-b3d8-0242ac1c0002,Flavio Urbano,Sainz Falcón,flavio.sainz@hotmail.com,M,0970160544,1993-02-07,Activo
1526,04754108-6944-11ed-b3d8-0242ac1c0002,Severo Graciano,Baró Fuente,severo.baró@hotmail.com,M,0968081747,2005-05-22,Inactivo
1527,04754176-6944-11ed-b3d8-0242ac1c0002,Isabela Laura,Urrutia Ropero,isabela.urrutia@hotmail.com,F,0980256114,2004-10-26,Activo
1528,047541e4-6944-11ed-b3d8-0242ac1c0002,Tamara Fanny,Perez Cuesta,tamara.perez@hotmail.com,F,0995604821,1993-02-05,Activo
1529,047542a2-6944-11ed-b3d8-0242ac1c0002,Marianela Mireia,Leal Garzón,marianela.leal@hotmail.com,F,0952626663,1998-02-01,Activo
1530,0475431a-6944-11ed-b3d8-0242ac1c0002,Jose Aníbal,Grande Morales,jose.grande@hotmail.com,M,0930019700,1995-07-21,Inactivo
1531,04754388-6944-11ed-b3d8-0242ac1c0002,Chuy Pancho,Noguera Molina,chuy.noguera@hotmail.com,M,0941913786,1990-10-03,Inactivo
1532,047543f6-6944-11ed-b3d8-0242ac1c0002,Javi Adalberto,Ruiz Álvaro,javi.ruiz@hotmail.com,M,0918512554,2003-05-13,Activo
1533,04754464-6944-11ed-b3d8-0242ac1c0002,Curro Nicanor,Saavedra Juliá,curro.saavedra@hotmail.com,M,0932452492,1983-01-30,Inactivo
1534,047544d2-6944-11ed-b3d8-0242ac1c0002,Camila Valentina,Lloret Goicoechea,camila.lloret@hotmail.com,F,0948586587,2000-03-11,Activo
1535,04754540-6944-11ed-b3d8-0242ac1c0002,José María Daniel,Rovira Espada,josé maría.rovira@hotmail.com,M,0944625691,1985-10-30,Activo
1536,047545a4-6944-11ed-b3d8-0242ac1c0002,Leonardo Joan,Casanovas Bárcena,leonardo.casanovas@hotmail.com,M,0986875033,1981-05-05,Inactivo
1537,04754626-6944-11ed-b3d8-0242ac1c0002,Primitiva Carmen,Martí Trujillo,primitiva.martí@hotmail.com,F,0997990189,2006-07-28,Inactivo
1538,04754694-6944-11ed-b3d8-0242ac1c0002,Leonel Josué,Flores Sáez,leonel.flores@hotmail.com,M,0955234189,1980-10-17,Inactivo
1539,04754702-6944-11ed-b3d8-0242ac1c0002,Apolonia Noelia,Badía Guitart,apolonia.badía@hotmail.com,F,0971995172,1988-04-21,Inactivo
1540,047547a2-6944-11ed-b3d8-0242ac1c0002,Lupita Violeta,Cantero Lobato,lupita.cantero@hotmail.com,F,0915448753,1984-09-15,Inactivo
1541,0475481a-6944-11ed-b3d8-0242ac1c0002,Elías Trinidad,Llamas Franco,elías.llamas@hotmail.com,M,0998614433,1999-07-20,Activo
1542,04754888-6944-11ed-b3d8-0242ac1c0002,Belen Amparo,Almansa Machado,belen.almansa@hotmail.com,F,0982125805,2003-10-15,Activo
1543,047548ec-6944-11ed-b3d8-0242ac1c0002,Calista Bárbara,Rius Catalán,calista.rius@hotmail.com,F,0915857416,1997-12-08,Inactivo
1544,0475495a-6944-11ed-b3d8-0242ac1c0002,Jordán Isidro,Garmendia Salcedo,jordán.garmendia@hotmail.com,M,0936048544,1980-01-30,Activo
1545,047549c8-6944-11ed-b3d8-0242ac1c0002,Baudelio Herminio,Bermudez Orozco,baudelio.bermudez@hotmail.com,M,0963164240,2003-05-16,Inactivo
1546,04754a36-6944-11ed-b3d8-0242ac1c0002,Juanito Reyes,Manuel Rosa,juanito.manuel@hotmail.com,M,0985439351,1996-06-11,Inactivo
1547,04754aa4-6944-11ed-b3d8-0242ac1c0002,Fabiola Corona,Anaya Escalona,fabiola.anaya@hotmail.com,F,0968603989,1999-08-13,Activo
1548,04754b12-6944-11ed-b3d8-0242ac1c0002,Moreno Lope,Marqués Cerro,moreno.marqués@hotmail.com,M,0934687665,2006-01-18,Activo
1549,04754b80-6944-11ed-b3d8-0242ac1c0002,Marcio Che,Ferrer Garrido,marcio.ferrer@hotmail.com,M,0911885175,1996-09-13,Inactivo
1550,04754be4-6944-11ed-b3d8-0242ac1c0002,Mar Marta,Palomares Vega,mar.palomares@hotmail.com,F,0988561089,1997-02-12,Activo
1551,04754c52-6944-11ed-b3d8-0242ac1c0002,Melisa Tamara,Solana Villar,melisa.solana@hotmail.com,F,0903491721,2003-08-30,Inactivo
1552,04754cd4-6944-11ed-b3d8-0242ac1c0002,Ramona Francisca,Rocamora Coloma,ramona.rocamora@hotmail.com,F,0913199000,1992-01-01,Inactivo
1553,04754d38-6944-11ed-b3d8-0242ac1c0002,Eugenio Gervasio,Gascón Doménech,eugenio.gascón@hotmail.com,M,0978070245,2000-12-12,Activo
1554,04754dd8-6944-11ed-b3d8-0242ac1c0002,Ruperta María Belén,Román Alfonso,ruperta.román@hotmail.com,F,0900322839,1988-04-25,Activo
1555,04754e46-6944-11ed-b3d8-0242ac1c0002,Guiomar María Luisa,Borrás Abril,guiomar.borrás@hotmail.com,F,0903399644,1981-03-11,Inactivo
1556,04754eb4-6944-11ed-b3d8-0242ac1c0002,Victor Manuel Nazario,Velasco Machado,victor manuel.velasco@hotmail.com,M,0929446663,1983-10-13,Activo
1557,04754f22-6944-11ed-b3d8-0242ac1c0002,Pepe Tristán,Saez Casas,pepe.saez@hotmail.com,M,0994056660,1983-02-03,Activo
1558,04754f90-6944-11ed-b3d8-0242ac1c0002,Tito Mateo,Enríquez Pérez,tito.enríquez@hotmail.com,M,0959079836,1996-06-09,Activo
1559,04754ffe-6944-11ed-b3d8-0242ac1c0002,Eleuterio Eligio,Rodriguez Maza,eleuterio.rodriguez@hotmail.com,M,0974653379,1988-10-13,Activo
1560,04755062-6944-11ed-b3d8-0242ac1c0002,Susana Natalia,Crespi Gallego,susana.crespi@hotmail.com,F,0997407127,1981-10-26,Activo
1561,047550d0-6944-11ed-b3d8-0242ac1c0002,Evangelina Maribel,Benito Puente,evangelina.benito@hotmail.com,F,0966850717,1992-04-05,Activo
1562,0475513e-6944-11ed-b3d8-0242ac1c0002,Guiomar Jesús,Vázquez Barón,guiomar.vázquez@hotmail.com,M,0947641589,1993-05-17,Inactivo
1563,047551ac-6944-11ed-b3d8-0242ac1c0002,Modesto Efraín,Aroca España,modesto.aroca@hotmail.com,M,0944486780,1993-07-06,Inactivo
1564,0475521a-6944-11ed-b3d8-0242ac1c0002,Julie Juliana,Vilalta Mendizábal,julie.vilalta@hotmail.com,F,0981138928,2003-03-14,Inactivo
1565,04755288-6944-11ed-b3d8-0242ac1c0002,Felisa Jenny,Ibarra Cañete,felisa.ibarra@hotmail.com,F,0985631521,1995-05-25,Activo
1566,047552f6-6944-11ed-b3d8-0242ac1c0002,Cleto Ambrosio,Samper Sola,cleto.samper@hotmail.com,M,0947442963,1984-08-18,Inactivo
1567,0475538c-6944-11ed-b3d8-0242ac1c0002,Jose Carlos Adelardo,Ureña Arcos,jose carlos.ureña@hotmail.com,M,0911802023,2006-08-25,Inactivo
1568,047553fa-6944-11ed-b3d8-0242ac1c0002,Maite María José,Benítez Garriga,maite.benítez@hotmail.com,F,0966368575,2004-02-20,Activo
1569,04755468-6944-11ed-b3d8-0242ac1c0002,Liliana Felisa,Gutierrez Tejedor,liliana.gutierrez@hotmail.com,F,0929723591,1992-02-11,Activo
1570,047554d6-6944-11ed-b3d8-0242ac1c0002,Mariano Venceslás,Lastra Amigó,mariano.lastra@hotmail.com,M,0915383019,1998-10-31,Activo
1571,04755544-6944-11ed-b3d8-0242ac1c0002,Patricio Ovidio,Requena Calderon,patricio.requena@hotmail.com,M,0920435927,2006-07-29,Activo
1572,047555a8-6944-11ed-b3d8-0242ac1c0002,Juan Pablo Adalberto,Asenjo Murillo,juan pablo.asenjo@hotmail.com,M,0968951529,1983-02-27,Inactivo
1573,04755616-6944-11ed-b3d8-0242ac1c0002,Gisela Bárbara,Moles Reina,gisela.moles@hotmail.com,F,0997137848,1982-01-12,Inactivo
1574,04755684-6944-11ed-b3d8-0242ac1c0002,Marcela Dominga,Alemany Muro,marcela.alemany@hotmail.com,F,0902524687,1990-02-11,Activo
1575,047556f2-6944-11ed-b3d8-0242ac1c0002,Sabas Luciano,Atienza Mendez,sabas.atienza@hotmail.com,M,0941638853,1990-03-25,Inactivo
1576,04755760-6944-11ed-b3d8-0242ac1c0002,Juan Carlos Adrián,Suárez Cruz,juan carlos.suárez@hotmail.com,M,0918357026,2000-05-14,Activo
1577,047557ce-6944-11ed-b3d8-0242ac1c0002,Nieves Felicia,Carreras Ávila,nieves.carreras@hotmail.com,F,0924331380,1987-05-25,Inactivo
1578,0475583c-6944-11ed-b3d8-0242ac1c0002,Cayetano Claudio,Guillén Vergara,cayetano.guillén@hotmail.com,M,0921454758,1980-01-22,Activo
1579,047558aa-6944-11ed-b3d8-0242ac1c0002,Sandra Manuela,Casares Falcó,sandra.casares@hotmail.com,F,0935440919,1985-03-22,Activo
1580,0475592c-6944-11ed-b3d8-0242ac1c0002,Nacio Aureliano,Busquets Guzman,nacio.busquets@hotmail.com,M,0982365289,1998-12-09,Activo
1581,0475599a-6944-11ed-b3d8-0242ac1c0002,Nicodemo Teo,España Campos,nicodemo.españa@hotmail.com,M,0949371688,1987-09-18,Activo
1582,04755a08-6944-11ed-b3d8-0242ac1c0002,Dorotea Ana,Canet Arnau,dorotea.canet@hotmail.com,F,0971774828,1990-07-18,Inactivo
1583,04755a76-6944-11ed-b3d8-0242ac1c0002,Mayte Saturnina,Dávila Aguiló,mayte.dávila@hotmail.com,F,0928700327,2003-02-01,Inactivo
1584,04755b0c-6944-11ed-b3d8-0242ac1c0002,Eliana Alejandra,Flor Azcona,eliana.flor@hotmail.com,F,0910972340,1997-10-31,Activo
1585,04755b7a-6944-11ed-b3d8-0242ac1c0002,Lucía Eugenia,Tejada Sáenz,lucía.tejada@hotmail.com,F,0902301658,1992-03-18,Activo
1586,04755c1a-6944-11ed-b3d8-0242ac1c0002,Irma Socorro,Esteban Rodriguez,irma.esteban@hotmail.com,F,0903669258,1987-07-19,Activo
1587,04755c88-6944-11ed-b3d8-0242ac1c0002,Fausto Aurelio,Verdejo Nogués,fausto.verdejo@hotmail.com,M,0991586696,1983-03-01,Activo
1588,04755cf6-6944-11ed-b3d8-0242ac1c0002,Amaya Tamara,Guzman Arranz,amaya.guzman@hotmail.com,F,0923781248,2004-10-15,Inactivo
1589,04755d6e-6944-11ed-b3d8-0242ac1c0002,Sandalio Cristian,Pareja Casanovas,sandalio.pareja@hotmail.com,M,0982292823,1993-04-05,Inactivo
1590,04755ddc-6944-11ed-b3d8-0242ac1c0002,Berto Amaro,Merino Gárate,berto.merino@hotmail.com,M,0907300913,2005-12-22,Inactivo
1591,04755e4a-6944-11ed-b3d8-0242ac1c0002,Inés Jordana,Pons Carranza,inés.pons@hotmail.com,F,0969590993,1998-08-13,Activo
1592,04755eb8-6944-11ed-b3d8-0242ac1c0002,Encarna Natalia,Berenguer Álvarez,encarna.berenguer@hotmail.com,F,0919460203,1989-03-04,Activo
1593,04755f26-6944-11ed-b3d8-0242ac1c0002,Mayte Manu,Bayón Matas,mayte.bayón@hotmail.com,F,0953391798,1981-09-06,Inactivo
1594,04755f9e-6944-11ed-b3d8-0242ac1c0002,Marcela Flora,Mora Castañeda,marcela.mora@hotmail.com,F,0971521374,2006-10-22,Inactivo
1595,0475600c-6944-11ed-b3d8-0242ac1c0002,Aroa Gloria,Ureña Marqués,aroa.ureña@hotmail.com,F,0931057968,2000-03-14,Inactivo
1596,0475607a-6944-11ed-b3d8-0242ac1c0002,Ramón Rufino,Lastra Quirós,ramón.lastra@hotmail.com,M,0941982965,1984-01-15,Activo
1597,047560e8-6944-11ed-b3d8-0242ac1c0002,Ileana Elba,Moll Fuentes,ileana.moll@hotmail.com,F,0950252086,2001-02-01,Inactivo
1598,04756156-6944-11ed-b3d8-0242ac1c0002,Clara Loida,Márquez Redondo,clara.márquez@hotmail.com,F,0915006214,1982-05-25,Activo
1599,047561c4-6944-11ed-b3d8-0242ac1c0002,Alma Anita,Pereira Mesa,alma.pereira@hotmail.com,F,0909876354,1980-11-11,Activo
1600,04756232-6944-11ed-b3d8-0242ac1c0002,Elías Rogelio,Miguel Montaña,elías.miguel@hotmail.com,M,0968710025,2005-11-02,Activo
1601,047562aa-6944-11ed-b3d8-0242ac1c0002,Rufina Ileana,Cabanillas Mendoza,rufina.cabanillas@hotmail.com,F,0975525629,2003-09-14,Activo
1602,0475630e-6944-11ed-b3d8-0242ac1c0002,Cristian Florentino,Uribe Marin,cristian.uribe@hotmail.com,M,0901188294,1980-01-31,Activo
1603,0475637c-6944-11ed-b3d8-0242ac1c0002,Marina Beatriz,Alvarado Llorente,marina.alvarado@hotmail.com,F,0910534713,2003-03-17,Inactivo
1604,047563ea-6944-11ed-b3d8-0242ac1c0002,Albina Selena,Canet Ávila,albina.canet@hotmail.com,F,0954507071,1981-01-20,Inactivo
1605,04756458-6944-11ed-b3d8-0242ac1c0002,Graciana Beatriz,Salvador Sanchez,graciana.salvador@hotmail.com,F,0936225051,2004-03-02,Activo
1606,047564c6-6944-11ed-b3d8-0242ac1c0002,Tamara María Ángeles,Perelló Roldán,tamara.perelló@hotmail.com,F,0992983822,2004-04-06,Activo
1607,04756552-6944-11ed-b3d8-0242ac1c0002,Joel Lisandro,Prado Valls,joel.prado@hotmail.com,M,0970543899,1993-12-24,Inactivo
1608,047565c0-6944-11ed-b3d8-0242ac1c0002,Nadia Josefa,Valls Llorens,nadia.valls@hotmail.com,F,0978947237,1991-05-02,Activo
1609,0475662e-6944-11ed-b3d8-0242ac1c0002,Jacinta Inés,Palacios Viñas,jacinta.palacios@hotmail.com,F,0975752925,1999-08-03,Inactivo
1610,04756692-6944-11ed-b3d8-0242ac1c0002,Tecla Clara,Dávila Morera,tecla.dávila@hotmail.com,F,0995989429,1986-07-09,Activo
1611,04756700-6944-11ed-b3d8-0242ac1c0002,Isidro Pablo,Ripoll Navarro,isidro.ripoll@hotmail.com,M,0939567110,1984-09-04,Activo
1612,0475676e-6944-11ed-b3d8-0242ac1c0002,Amor José Ángel,Rosales Llamas,amor.rosales@hotmail.com,M,0908397796,1996-11-27,Activo
1613,047567dc-6944-11ed-b3d8-0242ac1c0002,Carlota Diana,Barrena Miranda,carlota.barrena@hotmail.com,F,0967521246,1981-07-13,Activo
1614,0475684a-6944-11ed-b3d8-0242ac1c0002,Raquel Anselma,Casado Gárate,raquel.casado@hotmail.com,F,0987651935,2005-11-03,Activo
1615,047568b8-6944-11ed-b3d8-0242ac1c0002,Rosa Leandra,Rebollo Fernandez,rosa.rebollo@hotmail.com,F,0988697131,1998-08-28,Inactivo
1616,04756926-6944-11ed-b3d8-0242ac1c0002,Tecla Calixta,Rivas Duque,tecla.rivas@hotmail.com,F,0959732975,1992-09-06,Activo
1617,047569d0-6944-11ed-b3d8-0242ac1c0002,Osvaldo Abel,Alarcón Barba,osvaldo.alarcón@hotmail.com,M,0998187191,1984-01-21,Inactivo
1618,04756a3e-6944-11ed-b3d8-0242ac1c0002,Estefanía Concha,Calatayud Nicolau,estefanía.calatayud@hotmail.com,F,0912092415,2003-10-19,Inactivo
1619,04756ab6-6944-11ed-b3d8-0242ac1c0002,Luciana Encarnacion,Sarabia Pina,luciana.sarabia@hotmail.com,F,0911491667,2003-01-02,Activo
1620,04756b24-6944-11ed-b3d8-0242ac1c0002,Samuel Nicodemo,Lladó Hurtado,samuel.lladó@hotmail.com,M,0959010681,1983-01-04,Activo
1621,04756b92-6944-11ed-b3d8-0242ac1c0002,Cándida Roberta,Solé Torralba,cándida.solé@hotmail.com,F,0939876548,1995-10-30,Inactivo
